Store Number,Dba,Store Name,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Website Address,Latitude,Longitude,Geo Accuracy,Country,Country Code,County
"243","PostalAnnex+","","19510 Van Buren Blvd Ste F3","Riverside","CA","92508-9458","(951) 653-8080","(951) 653-6808","pa243@postalannex.com","http://www.postalannex.com/243","33.8901945","-117.3226858","PREMISE: ROOFTOP","United States","US","Riverside County"
"244","PostalAnnex+","Hoover Market Place","5730 N 1st St Ste 105","Fresno","CA","93710-6251","(559) 447-0744","(559) 447-0745","pa244@postalannex.com","http://www.postalannex.com/244","36.8213841","-119.7711208","SUBPREMISE: ROOFTOP","United States","US","Fresno County"
"244","Parcel Plus","","3710 Lone Tree Way","Antioch","CA","94509-6018","(925) 778-6900","(925) 778-6915","pp244@parcelplus.com","http://www.parcelplus.com/244","37.984343","-121.8063886","STREET_ADDRESS: ROOFTOP","United States","US","Contra Costa County"
"249","PostalAnnex+","","941 Orange Ave","Coronado","CA","92118-2609","(619) 437-1635","(619) 437-1636","pa249@postalannex.com","http://www.postalannex.com/249","32.6864737","-117.1791523","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"250","Parcel Plus","","19266 Coastal Highway Unit 4","Rehoboth Beach","DE","19971-6117","(302) 227-9220","(302) 227-9221","pp250@parcelplus.com","http://www.parcelplus.com/250","38.7243763","-75.1259485","SUBPREMISE: ROOFTOP","United States","US","Sussex County"
"250","PostalAnnex+","","249 W Jackson St","Hayward","CA","94544-1811","(510) 785-3980","(510) 785-3983","pa250@postalannex.com","http://www.postalannex.com/250","37.6517978","-122.0910699","STREET_ADDRESS: ROOFTOP","United States","US","Alameda County"
"253","PostalAnnex+","","5247 Wilson Mills Rd","Richmond Heights","OH","44143-3016","(440) 442-8161","(440) 442-9059","pa253@postalannex.com","http://www.postalannex.com/253","41.5394043","-81.4911958","STREET_ADDRESS: ROOFTOP","United States","US","Cuyahoga County"
"256","Parcel Plus","","8787 Branch Ave","Clinton","MD","20735-2630","(301) 856-2805","(301) 856-0655","pp256@parcelplus.com","http://www.parcelplus.com/256","38.7739095","-76.8869985","STREET_ADDRESS: ROOFTOP","United States","US","Prince George's County"
"257","Parcel Plus","","2875 S Orange Ave Ste 500","Orlando","FL","32806-5455","(407) 872-0533","(407) 872-0273","pp257@parcelplus.com","http://www.parcelplus.com/257","28.5100442","-81.3732389","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"258","PostalAnnex+","Redd Wind Village","910 E Redd Rd Ste K","El Paso","TX","79912-7348","(915) 581-5555","(915) 581-5775","pa258@postalannex.com","http://www.postalannex.com/258","31.862292","-106.5480977","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"259","PostalAnnex+","","1703 Sudderth Dr","Ruidoso","NM","88345-6114","(575) 257-5606","(575) 257-6655","pa259@postalannex.com","http://www.postalannex.com/259","33.3281101","-105.6621199","STREET_ADDRESS: RANGE_INTERPOLATED","United States","US","Lincoln County"
"261","PostalAnnex+","Superior Grocers Complex","3262 N Garey Ave","Pomona","CA","91767-1308","(909) 392-3789","(909) 392-3729","pa261@postalannex.com","http://www.postalannex.com/261","34.106387","-117.7468715","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"270","PostalAnnex+","Glisan Street Station","11954 NE Glisan St","Portland","OR","97220-2143","(503) 261-1575","(503) 261-1598","pa270@postalannex.com","http://www.postalannex.com/270","45.5247266","-122.53934","STREET_ADDRESS: ROOFTOP","United States","US","Multnomah County"
"274","PostalAnnex+","Salmon Creek Fred Meyer","800 NE Tenney Rd Ste 110","Vancouver","WA","98685-2899","(360) 546-5606","(360) 571-5434","pa274@postalannex.com","http://www.postalannex.com/274","45.719062","-122.662495","SUBPREMISE: ROOFTOP","United States","US","Clark County"
"282","PostalAnnex+","","15081 W Whitesbridge Ave","Kerman","CA","93630-1013","(559) 846-4001","(559) 846-4002","pa282@postalannex.com","http://www.postalannex.com/282","36.734131","-120.061538","PREMISE: ROOFTOP","United States","US","Fresno County"
"285","PostalAnnex+","Prairie Shopping Center","9030 N Hess Street","Hayden","ID","83835","(208) 762-0770","(208) 762-9490","pa285@postalannex.com","http://www.postalannex.com/285","47.7538288","-116.7921907","STREET_ADDRESS: ROOFTOP","United States","US","Kootenai County"
"288","PostalAnnex+","Woodranch Shopping Center","543 Country Club Dr Ste B","Simi Valley","CA","93065-7696","(805) 584-0840","(805) 584-3260","pa288@postalannex.com","http://www.postalannex.com/288","34.2541177","-118.8102714","SUBPREMISE: ROOFTOP","United States","US","Ventura County"
"302","PostalAnnex+","","40335 Winchester Rd Ste E","Temecula","CA","92591-5518","(951) 296-0290","(951) 296-0291","pa302@postalannex.com","http://www.postalannex.com/302","33.5331153","-117.1506078","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"303","PostalAnnex+","Palomar Shopping Center","30520 Rancho California Rd Ste 107","Temecula","CA","92591-3282","(951) 695-1830","(951) 695-1832","pa303@postalannex.com","http://www.postalannex.com/303","33.5094678","-117.1278409","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"305","PostalAnnex+","Bernal Plaza","117 Bernal Rd Ste 70","San Jose","CA","95119-1375","(408) 629-1796","(408) 629-1804","pa305@postalannex.com","http://www.postalannex.com/305","37.2306574","-121.7753419","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"307","PostalAnnex+","Spanish Springs Shopping Center","1344 Disc Dr","Sparks","NV","89436-0684","(775) 626-6868","(775) 626-6878","pa307@postalannex.com","http://www.postalannex.com/307","39.5778262","-119.7201445","STREET_ADDRESS: ROOFTOP","United States","US","Washoe County"
"324","PostalAnnex+","Wal-Mart Plaza","2075 N Marine Blvd Ste U","Jacksonville","NC","28546-5537","(910) 989-1078","(910) 989-1042","pa324@postalannex.com","http://www.postalannex.com/324","34.7804527","-77.3918319","SUBPREMISE: ROOFTOP","United States","US","Onslow County"
"333","PostalAnnex+","","8765 Spring Cypress Rd Ste L","Spring","TX","77379-3195","(281) 655-4278","(281) 655-0339","pa333@postalannex.com","http://www.postalannex.com/333","30.0323773","-95.5529881","PREMISE: ROOFTOP","United States","US","Harris County"
"338","PostalAnnex+","","1631 NE Broadway St","Portland","OR","97232-1425","(503) 284-6092","(503) 284-6110","pa338@postalannex.com","http://www.postalannex.com/338","45.5352633","-122.6487788","STREET_ADDRESS: ROOFTOP","United States","US","Multnomah County"
"344","PostalAnnex+","","651 S. Walnut Ave Ste D","New Braunfels","TX","78130-5764","(830) 609-7447","(830) 609-7363","pa344@postalannex.com","http://www.postalannex.com/344","29.6890435","-98.1257805","SUBPREMISE: ROOFTOP","United States","US","Comal County"
"364","PostalAnnex+","","40485 Murrieta Hot Springs Rd Ste D","Murrieta","CA","92563-6406","(951) 677-9448","(951) 677-4258","pa364@postalannex.com","http://www.postalannex.com/364","33.55729","-117.1793766","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"365","PostalAnnex+","Vons","24325 Crenshaw Blvd","Torrance","CA","90505-5349","(310) 326-3498","(310) 326-3104","pa365@postalannex.com","http://www.postalannex.com/365","33.8051799","-118.3305174","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"370","PostalAnnex+","Five Forks Shopping Center","2607 Woodruff Rd Ste E","Simpsonville","SC","29681-3625","(864) 288-1171","(864) 288-7701","pa370@postalannex.com","http://www.postalannex.com/370","34.8070441","-82.2293366","SUBPREMISE: ROOFTOP","United States","US","Greenville County"
"371","PostalAnnex+","Cardiff Towne Center","2033 San Elijo Ave","Cardiff by the Sea","CA","92007-1726","(760) 753-4875","(760) 753-4881","pa371@postalannex.com","http://www.postalannex.com/371","33.0221838","-117.2822138","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"374","PostalAnnex+","Albertson's Center","2683 Via de La Valle Ste G","Del Mar","CA","92014-1961","(858) 350-4930","(858) 350-4935","pa374@postalannex.com","http://www.postalannex.com/374","32.9794447","-117.2495746","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"380","PostalAnnex+","Woodward Pavilion","8839 N Cedar Ave Ste B4","Fresno","CA","93720-1832","(559) 435-5858","(559) 435-5342","pa380@postalannex.com","http://www.postalannex.com/380","36.8644014","-119.7583812","STREET_ADDRESS: ROOFTOP","United States","US","Fresno County"
"387","PostalAnnex+","Branham & Snell Plaza","171 Branham Ln Ste 10","San Jose","CA","95136-2379","(408) 972-9768","(408) 972-5143","pa387@postalannex.com","http://www.postalannex.com/387","37.2671275","-121.8325946","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"389","PostalAnnex+","North Park Plaza","3943 Irvine Blvd","Irvine","CA","92602-2400","(714) 508-1838","(714) 508-1840","pa389@postalannex.com","http://www.postalannex.com/389","33.7241277","-117.7722091","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"396","PostalAnnex+","Canyon Creek Plaza","5655 Silver Creek Valley Rd","San Jose","CA","95138-2473","(408) 531-1444","(408) 531-0713","pa396@postalannex.com","http://www.postalannex.com/396","37.2878857","-121.7807405","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"397","PostalAnnex+","Plaza Shopping Center","1644 Plaza Way","Walla Walla","WA","99362-4325","(509) 526-5770","(509) 526-5778","pa397@postalannex.com","http://www.postalannex.com/397","46.0479752","-118.3464761","STREET_ADDRESS: ROOFTOP","United States","US","Walla Walla County"
"398","PostalAnnex+","Safeway Fox Creek Marketplace","1610 Pace St Unit 900","Longmont","CO","80504-2241","(720) 494-0200","(720) 494-9305","pa398@postalannex.com","http://www.postalannex.com/398","40.1868858","-105.0732266","SUBPREMISE: ROOFTOP","United States","US","Boulder County"
"400","PostalAnnex+","","33175 Temecula Pkwy Ste A","Temecula","CA","92592-7300","(951) 302-5516","(951) 302-5517","pa400@postalannex.com","http://www.postalannex.com/400","33.4846133","-117.0793041","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"407","PostalAnnex+","Citrus Plaza","49950 Jefferson St Ste 130","Indio","CA","92201-8810","(760) 771-4244","(760) 771-4844","pa407@postalannex.com","http://www.postalannex.com/407","33.6863971","-116.2671405","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"414","PostalAnnex+","","16516 El Camino Real","Houston","TX","77062-5723","(281) 480-6245","(281) 990-7107","pa414@postalannex.com","http://www.postalannex.com/414","29.557331","-95.124022","STREET_ADDRESS: ROOFTOP","United States","US","Harris County"
"416","PostalAnnex+","Murray Scholls Town Center","14845 SW Murray Scholls Dr Ste 110","Beaverton","OR","97007-9237","(503) 579-4750","(503) 579-3420","pa416@postalannex.com","http://www.postalannex.com/416","45.4372259","-122.8298368","SUBPREMISE: ROOFTOP","United States","US","Washington County"
"421","PostalAnnex+","","1490 George Dieter Dr Ste A","El Paso","TX","79936-7601","(915) 855-7555","(915) 855-9544","pa421@postalannex.com","http://www.postalannex.com/421","31.7437891","-106.3011295","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"426","PostalAnnex+","Yucaipa Valley Center","33562 Yucaipa Blvd Ste 4","Yucaipa","CA","92399-2072","(909) 790-5140","(909) 790-6634","pa426@postalannex.com","http://www.postalannex.com/426","34.0347126","-117.0718902","SUBPREMISE: ROOFTOP","United States","US","San Bernardino County"
"427","PostalAnnex+","Vista Palomar Park","3231 Business Park Dr Ste C","Vista","CA","92081-8532","(760) 560-0184","(760) 560-0187","pa427@postalannex.com","http://www.postalannex.com/427","33.1332892","-117.228816","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"428","PostalAnnex+","Fenton Marketplace","2307 Fenton Pkwy Ste 107","San Diego","CA","92108-4746","(619) 280-2380","(619) 280-2261","pa428@postalannex.com","http://www.postalannex.com/428","32.7803567","-117.1301147","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"435","PostalAnnex+","","3527 S Federal Way Ste 103","Boise","ID","83705-5228","(208) 384-0777","(208) 384-1277","pa435@postalannex.com","http://www.postalannex.com/435","43.5679411","-116.187463","SUBPREMISE: ROOFTOP","United States","US","Ada County"
"437","PostalAnnex+","Tigard Promenade","15532 SW Pacific Hwy Ste C1B","Tigard","OR","97224-3598","(503) 443-4833","(503) 443-4933","pa437@postalannex.com","http://www.postalannex.com/437","45.407889","-122.7930536","STREET_ADDRESS: ROOFTOP","United States","US","Washington County"
"441","PostalAnnex+","","601 E Palomar St Ste C","Chula Vista","CA","91911-6976","(619) 397-2960","(619) 397-2914","pa441@postalannex.com","http://www.postalannex.com/441","32.6151009","-117.0265969","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"449","PostalAnnex+","Rivermark Plaza","3964 Rivermark Plz","Santa Clara","CA","95054-4155","(408) 980-9200","(408) 980-9295","pa449@postalannex.com","http://www.postalannex.com/449","37.3948616","-121.9465678","PREMISE: ROOFTOP","United States","US","Santa Clara County"
"450","PostalAnnex+","Bayhill Shopping Center","851 Cherry Ave Ste 27","San Bruno","CA","94066-2954","(650) 873-6593","(650) 873-0263","pa450@postalannex.com","http://www.postalannex.com/450","37.6256759","-122.4265498","SUBPREMISE: ROOFTOP","United States","US","San Mateo County"
"452","PostalAnnex+","Safeway Plaza","34972 Newark Blvd","Newark","CA","94560-1216","(510) 818-9010","(510) 818-9023","pa452@postalannex.com","http://www.postalannex.com/452","37.5514682","-122.0500918","STREET_ADDRESS: ROOFTOP","United States","US","Alameda County"
"453","PostalAnnex+","Market @ Round Rock","110 N Interstate 35, Ste 315","Round Rock","TX","78681-5022","(512) 828-4549","(512) 828-4580","pa453@postalannex.com","http://www.postalannex.com/453","30.509309","-97.6882605","SUBPREMISE: ROOFTOP","United States","US","Williamson County"
"455","PostalAnnex+","Rinconada Hills Shopping Center","1484 Pollard Rd","Los Gatos","CA","95032-1031","(408) 374-9255","(408) 374-9258","pa455@postalannex.com","http://www.postalannex.com/455","37.2639606","-121.9838986","PREMISE: ROOFTOP","United States","US","Santa Clara County"
"457","PostalAnnex+","","4101 Dublin Blvd Ste F","Dublin","CA","94568-4603","(925) 556-2510","(925) 556-2509","pa457@postalannex.com","http://www.postalannex.com/457","37.7064701","-121.8739104","SUBPREMISE: ROOFTOP","United States","US","Alameda County"
"477","PostalAnnex+","","387 Magnolia Ave Ste 103","Corona","CA","92879-3308","(951) 340-3896","(951) 340-3971","pa477@postalannex.com","http://www.postalannex.com/477","33.8547194","-117.5654345","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"1001","AIM Mail Centers","","26861 Trabuco Rd Ste E","Mission Viejo","CA","92691-3535","(949) 472-4121","(949) 458-7557","aim1@aimmailcenters.com","http://www.aimmailcenters.com/1","33.6214447","-117.6589722","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1003","AIM Mail Centers","","31441 Santa Margarita Pkwy Ste A","Rancho Santa Margarita","CA","92688-1835","(949) 589-1340","(949) 589-7802","aim3@aimmailcenters.com","http://www.aimmailcenters.com/3","33.6502521","-117.5829659","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1004","AIM Mail Centers","","2461 Santa Monica Blvd Ste C","Santa Monica","CA","90404-2065","(310) 315-1818","(310) 315-1811","aim4@aimmailcenter.com","http://www.aimmailcenters.com/4","34.0327927","-118.4754587","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"1006","AIM Mail Centers","","9121 Atlanta Ave","Hungtington Beach","CA","92646-6309","(714) 965-7874","(714) 965-7873","aim6@aimmailcenters.com","http://www.aimmailcenters.com/6","33.6581243","-117.9694615","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1010","AIM Mail Centers","","708 Gravenstein Hwy N","Sebastopol","CA","95472-2808","(707) 823-7007","(707) 823-1233","aim10@aimmailcenters.com","http://www.aimmailcenters.com/10","38.4071052","-122.8402003","STREET_ADDRESS: ROOFTOP","United States","US","Sonoma County"
"1018","AIM Mail Centers","","1014 S Westlake Blvd Ste 14","Westlake Village","CA","91361-3133","(805) 495-6229","(805) 495-8839","aim18@aimmailcenters.com","http://www.aimmailcenters.com/18","34.152081","-118.8271652","SUBPREMISE: ROOFTOP","United States","US","Ventura County"
"1019","AIM Mail Centers","","32565 Golden Lantern St Ste B","Dana Point","CA","92629-3261","(949) 443-1192","(949) 443-0375","aim19@aimmailcenters.com","http://www.aimmailcenters.com/19","33.4898504","-117.6995787","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1020","AIM Mail Centers","","2601 Oakdale Rd Ste H2","Modesto","CA","95355-2256","(209) 571-1077","(209) 571-1079","aim20@aimmailcenters.com","http://www.aimmailcenters.com/20","37.6784353","-120.9581402","PREMISE: ROOFTOP","United States","US","Stanislaus County"
"1023","AIM Mail Centers","","16027 Brookhurst St Ste I","Fountain Valley","CA","92708-1562","(714) 531-7070","(714) 531-7943","aim23@aimmailcenters.com","http://www.aimmailcenters.com/23","33.7299859","-117.955757","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1024","AIM Mail Centers","","10073 Valley View St","Cypress","CA","90630-4601","(714) 220-0121","(714) 220-1024","aim24@aimmailcenters.com","http://www.aimmailcenters.com/24","33.8155056","-118.0293513","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1026","AIM Mail Centers","","4464 Lone Tree Way","Antioch","CA","94531-7413","(925) 756-7102","(925) 756-7103","aim26@aimmailcenters.com","http://www.aimmailcenters.com/26","37.9656209","-121.7829109","STREET_ADDRESS: ROOFTOP","United States","US","Contra Costa County"
"1028","AIM Mail Centers","","465 Stony Point Rd","Santa Rosa","CA","95401-5969","(707) 526-4008","(707) 526-2102","aim28@aimmailcenter.com","http://www.aimmailcenters.com/28","38.4335618","-122.7438174","STREET_ADDRESS: ROOFTOP","United States","US","Sonoma County"
"1029","AIM Mail Centers","","5267 Warner Ave","Huntington Beach","CA","92649-4079","(714) 377-1333","(714) 377-9666","aim29@aimmailcenters.com","http://www.aimmailcenters.com/29","33.7166234","-118.0373018","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1033","AIM Mail Centers","","1141 Catalina Dr","Livermore","CA","94550-5928","(925) 449-9110","(925) 449-9111","aim33@aimmailcenters.com","http://www.aimmailcenters.com/33","37.6623739","-121.7815134","STREET_ADDRESS: ROOFTOP","United States","US","Alameda County"
"1035","AIM Mail Centers","","30025 Alicia Pkwy","Laguna Niguel","CA","92677-2090","(949) 249-8879","(949) 249-9084","aim35@aimmailcenters.com","http://www.aimmailcenters.com/35","33.527067","-117.717869","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1036","AIM Mail Centers","","11278 Los Alamitos Blvd","Los Alamitos","CA","90720-3958","(562) 799-1414","(562) 799-1415","aim36@aimmailcenters.com","http://www.aimmailcenters.com/36","33.7984242","-118.0707305","PREMISE: ROOFTOP","United States","US","Orange County"
"1038","AIM Mail Centers","","13210 Harbor Blvd","Garden Grove","CA","92843-1737","(714) 539-0949","(714) 539-0560","aim38@aimmailcenters.com","http://www.aimmailcenters.com/38","33.7719371","-117.9189823","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1039","AIM Mail Centers","","24338 El Toro Rd Ste E","Laguna Woods","CA","92637-2776","(949) 768-0450","(949) 768-0470","aim39@aimmailcenters.com","http://www.aimmailcenters.com/39","33.6082942","-117.7316603","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1042","AIM Mail Centers","","1256 W Lathrop Rd","Manteca","CA","95336-9671","(209) 825-4190","(209) 825-5190","aim42@aimmailcenters.com","http://www.aimmailcenters.com/42","37.8253548","-121.237414","STREET_ADDRESS: ROOFTOP","United States","US","San Joaquin County"
"1044","AIM Mail Centers","","25401 Alicia Pkwy","Laguna Hills","CA","92653","(949) 580-0228","(949) 580-0229","aim44@aimmailcenters.com","http://www.aimmailcenters.com/44","33.5931505","-117.6987383","PREMISE: ROOFTOP","United States","US","Orange County"
"1046","AIM Mail Centers","","1775 E Palm Canyon Dr Ste 110","Palm Springs","CA","92264-1623","(760) 416-3399","(760) 416-3320","aim46@aimmailcenters.com","http://www.aimmailcenters.com/46","33.7998369","-116.5271095","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"1058","AIM Mail Centers","","5319 University Dr","Irvine","CA","92612-2965","(949) 552-5285","(949) 552-5270","aim58@aimmailcenters.com","http://www.aimmailcenters.com/58","33.6593006","-117.8034929","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1064","AIM Mail Centers","","19051 Goldenwest St Ste 106","Huntington Beach","CA","92648-2156","(714) 500-4916","(714) 500-4917","aim64@aimmailcenters.com","http://www.aimmailcenters.com/64","33.6854154","-118.0077511","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1067","AIM Mail Centers","","27702 Crown Valley Pkwy Ste D4","Ladera Ranch","CA","92694-0613","(949) 481-6378","(949) 481-6385","aim67@aimmailcenters.com","http://www.aimmailcenters.com/67","33.5633529","-117.6471012","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1069","AIM Mail Centers","","2279 Eagle Glen Pkwy Ste 112","Corona","CA","92883-0790","(951) 817-2566","(951) 817-2569","aim69@aimmailcenters.com","http://www.aimmailcenters.com/69","33.8223076","-117.5221972","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"1070","AIM Mail Centers","","12112 N Rancho Vistoso Blvd Ste 150","Oro Valley","AZ","85755-1720","(520) 797-2100","(520) 797-2180","aim70@aimmailcenters.com","http://www.aimmailcenters.com/70","32.4263727","-110.9592405","SUBPREMISE: ROOFTOP","United States","US","Pima County"
"1076","AIM Mail Centers","","4848 San Felipe Rd Ste 150","San Jose","CA","95135-1273","(408) 274-4624","(408) 274-3781","aim76@aimmailcenters.com","http://www.aimmailcenters.com/76","37.3006209","-121.77167","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"1079","AIM Mail Centers","","3031 Stanford Ranch Rd Ste 2","Rocklin","CA","95765-5554","(916) 435-3140","(916) 435-9811","aim79@aimmailcenters.com","http://www.aimmailcenters.com/79","38.8161807","-121.2584637","SUBPREMISE: ROOFTOP","United States","US","Placer County"
"1088","AIM Mail Centers","","6789 Quail Hill Pkwy","Irvine","CA","92603-4233","(949) 854-1788","(949) 854-1789","aim88@aimmailcenters.com","http://www.aimmailcenters.com/88","33.6542915","-117.7784172","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"1093","AIM Mail Centers","","4414 82nd St Unit 212","Lubbock","TX","79424-3369","(806) 785-0000","(806) 785-0061","aim93@aimmailcenters.com","http://www.aimmailcenters.com/93","33.5204119","-101.9062484","SUBPREMISE: ROOFTOP","United States","US","Lubbock County"
"1104","AIM Mail Centers","","1063 S State Route 157 Ste 2","Edwardsville","IL","62025-3695","(618) 655-1601","(618) 655-1629","aim104@aimmailcenters.com","http://www.aimmailcenters.com/104","38.7896287","-89.9805571","SUBPREMISE: ROOFTOP","United States","US","Madison County"
"1110","AIM Mail Centers","","412 S White St","Athens","TN","37303-4732","(423) 507-9736","(423) 507-9738","aim110@aimmailcenters.com","http://www.aimmailcenters.com/110","35.436413","-84.5904202","STREET_ADDRESS: ROOFTOP","United States","US","McMinn County"
"1114","AIM Mail Centers","","27943 Seco Canyon Rd","Santa Clarita","CA","91350-3872","(661) 263-6327","(661) 263-6328","aim114@aimmailcenters.com","http://www.aimmailcenters.com/114","34.4588789","-118.535012","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"1115","AIM Mail Centers","","220 Adams Dr Ste 280","Weatherford","TX","76086-6370","(817) 599-6607","(817) 599-6608","aim115@aimmailcenters.com","http://www.aimmailcenters.com/115","32.7315402","-97.7884457","SUBPREMISE: ROOFTOP","United States","US","Parker County"
"1118","AIM Mail Centers","","1732 Aviation Blvd","Redondo Beach","CA","90278-2810","(310) 406-8620","(310) 406-8630","aim118@aimmailcenters.com","http://www.aimmailcenters.com/118","33.8716714","-118.3812209","PREMISE: ROOFTOP","United States","US","Los Angeles County"
"1119","AIM Mail Centers","","8595 Pelham Rd Ste 400","Greenville","SC","29615-5763","(864) 288-2669","(864) 288-2092","aim119@aimmailcenters.com","http://www.aimmailcenters.com/119","34.8522792","-82.2305603","SUBPREMISE: ROOFTOP","United States","US","Greenville County"
"1125","AIM Mail Centers","","15559 Union Ave Ste 6","Los Gatos","CA","95032-3904","(408) 377-2005","(408) 377-1971","aim125@aimmailcenters.com","http://www.aimmailcenters.com/125","37.2424115","-121.9324693","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"1127","AIM Mail Centers","","1379 Dilworthtown Xing","West Chester","PA","19382-8267","(610) 399-9092","(610) 399-9094","aim127@aimmailcenters.com","http://www.aimmailcenters.com/127","39.9036836","-75.5625484","STREET_ADDRESS: ROOFTOP","United States","US","Chester County"
"1145","AIM Mail Centers","","1590 Rosecrans Ave Ste D","Manhattan Beach","CA","90266-3716","(310) 643-8043","(310) 643-8743","aim145@aimmailcenters.com","http://www.aimmailcenters.com/145","33.9015214","-118.3845025","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"1147","AIM Mail Centers","","168 Highway 274 Ste 90","Lake Wylie","SC","29710-6045","(803) 631-5300","(803) 631-5700","aim147@aimmailcenters.com","http://www.aimmailcenters.com/147","35.1199492","-81.0806594","SUBPREMISE: ROOFTOP","United States","US","York County"
"1153","AIM Mail Centers","Hillcrest Market Place","6300 Grelot Rd Ste G","Mobile","AL","36609-3602","(251) 666-6432","(251) 666-6434","aim153@aimmailcenters.com","http://www.aimmailcenters.com/153","30.6625736","-88.1888478","SUBPREMISE: ROOFTOP","United States","US","Mobile County"
"1154","AIM Mail Centers","","9655 Perkins Rd Ste C","Baton Rouge","LA","70810-1534","(225) 757-8077","(225) 757-8078","aim154@aimmailcenters.com","http://www.aimmailcenters.com/154","30.380202","-91.0987369","SUBPREMISE: ROOFTOP","United States","US","East Baton Rouge Parish"
"1164","AIM Mail Centers","","11875 Pigeon Pass Road","Moreno Valley","CA","92557-6044","(951) 485-4440","(951) 485-4226","aim164@aimmailcenters.com","http://www.aimmailcenters.com/164","33.9476978","-117.2625512","STREET_ADDRESS: ROOFTOP","United States","US","Riverside County"
"1169","AIM Mail Centers","","14925 SW Barrows Rd Unit 109","Beaverton","OR","97007","(503) 747-2278","(503) 747-2372","aim169@aimmailcenters.com","http://www.aimmailcenters.com/169","45.4297969","-122.829827","SUBPREMISE: ROOFTOP","United States","US","Washington County"
"1170","AIM Mail Centers","","1046 Church Rd W Ste 106","Southaven","MS","38671-7140","(662) 393-3464","(662) 393-3463","aim170@aimmailcenters.com","http://www.aimmailcenters.com/170","34.9341591","-90.0083446","SUBPREMISE: ROOFTOP","United States","US","Desoto County"
"1178","AIM Mail Centers","","3511 Del Paso Rd Ste 160","Sacramento","CA","95835-2808","(916) 419-1323","(916) 419-1325","aim178@aimmailcenters.com","http://www.aimmailcenters.com/178","38.6560786","-121.5406965","SUBPREMISE: ROOFTOP","United States","US","Sacramento County"
"1179","AIM Mail Centers","","4120 Dale Rd Ste J8","Modesto","CA","95356-9239","(209) 545-1935","(209) 545-1684","aim179@aimmailcenters.com","http://www.aimmailcenters.com/179","37.6999346","-121.0494134","PREMISE: ROOFTOP","United States","US","Stanislaus County"
"1182","AIM Mail Centers","","2205 W 136th Ave Ste 106","Broomfield","CO","80023-9306","(303) 280-6245","(303) 280-8296","aim182@aimmailcenters.com","http://www.aimmailcenters.com/182","39.9440526","-105.0130171","SUBPREMISE: ROOFTOP","United States","US","Broomfield County"
"2001","PostalAnnex+","","7122 S Sheridan Rd Ste 2","Tulsa","OK","74133-2748","(918) 523-7122","(918) 523-7121","pa2001@postalannex.com","http://www.postalannex.com/2001","36.0598739","-95.9067779","SUBPREMISE: ROOFTOP","United States","US","Tulsa County"
