Store Num,Store Name,Address,City,State,Zip Code,Phone Number,Email Address,Store Hours,Services,Air Pickup Times,Ground Pickup Times,Fax Number,Latitude,Longitude,Details Link,Geo Accuracy,County,Country,Country Code
"1787","Across Street Gelson's Market Parking","15332 Antioch St","Pacific Palisades","CA","90272","(310) 459-9739","store1787@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 1:00 pm","Monday - Friday 5:00 pm","(310) 459-1429","34.0469714","-118.5269274","https://pacificpalisades-ca-1787.theupsstorelocal.com/","PREMISE: ROOFTOP","Los Angeles County","United States","US"
"1906","Rockaway Beach","446 Old County Rd #100","Pacifica","CA","94044","(650) 738-0190","store1906@theupsstore.com","Monday: 8:30 am - 7:00 pm Tuesday - Thursday: 8:30 am - 6:30 pm Friday: 8:30 am - 7:00 pm Saturday: 9:30 am - 4:30 pm Sunday: Closed","Flyers, Brochures, Newsletters, Business Cards, Letterhead, Posters","Monday - Friday 4:00 pm Saturday 2:00 pm","Monday - Friday 5:30 pm","(650) 738-0192","37.6094749","-122.4953828","https://pacifica-ca-1906.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Mateo County","United States","US"
"933","Corner Of Town Center Way And Hwy 111 - Best Buy Shopping Center","44489 Town Center Wy Ste D","Palm Desert","CA","92260","(760) 341-3111","store0933@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:30 pm","Monday - Friday 4:30 pm","(760) 341-7180","33.724605","-116.3994437","https://palmdesert-ca-0933.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Riverside County","United States","US"
"4553","Palmdale Blvd @ 10Th St West (Next To Albertsons Market)","38713 Tierra Subida Ave #200","Palmdale","CA","93551","(661) 273-8877","store4553@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:15 pm","Monday - Friday 5:15 pm","(661) 273-8881","34.5861116","-118.1490164","https://palmdale-ca-4553.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Los Angeles County","United States","US"
"969","Downtown Palo Alto 2 Blocks From Stanford University","555 Bryant St","Palo Alto","CA","94301","(650) 326-5555","store0969@theupsstore.com","Monday: 8:30 am - 7:00 pm Tuesday: 8:30 am - 6:30 pm Wednesday: 8:30 am - 7:00 pm Thursday - Friday: 8:30 am - 6:30 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:30 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(650) 326-1475","37.4454506","-122.1603385","https://paloalto-ca-0969.theupsstorelocal.com/","PREMISE: ROOFTOP","Santa Clara County","United States","US"
"6105","Town & Country Village, Off El Camino Real Across From Kara's Cupcakes","855 El Camino Real Ste 13A","Palo Alto","CA","94301","(650) 391-9842","store6105@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 10:00 am - 6:00 pm Sunday: 11:00 am - 3:00 pm","Flyers, Brochures, Menus, Online Printing, Mobile Printing, Full Service Digital Printing","Monday - Friday 4:30 pm Saturday 3:30 pm","Monday - Friday 6:30 pm","(650) 391-9852","37.4384721","-122.1576598","https://paloalto-ca-6105.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Santa Clara County","United States","US"
"4562","Midtown Shopping Ctr - South Of Oregon Expressway, Near Walgreens","2625 Middlefield Rd","Palo Alto","CA","94306","(650) 327-7147","store4562@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:30 am - 5:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 4:45 pm Saturday 3:30 pm","Monday - Friday 5:30 pm","(650) 327-7433","37.4341814","-122.1297781","https://paloalto-ca-4562.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Santa Clara County","United States","US"
"5961","","6616-D Clark Rd","Paradise","CA","95969","(530) 876-9053","store5961@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 3:25 pm Saturday 11:30 am","Monday - Friday 5:30 pm","(530) 876-9086","39.7759026","-121.5916424","https://paradise-ca-5961.theupsstorelocal.com/","PREMISE: ROOFTOP","Butte County","United States","US"
"6622","","254 N Lake Ave","Pasadena","CA","91101","(626) 229-9981","store6622@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 2:30 pm","Monday - Friday 6:30 pm","(626) 229-9986","34.1503874","-118.1321639","https://pasadena-ca-6622.theupsstorelocal.com/","PREMISE: ROOFTOP","Los Angeles County","United States","US"
"4359","Rite Aid Shopping Center","1443 E Washington Blvd","Pasadena","CA","91104","(626) 529-0325","store4359@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Posters","Monday - Friday 4:30 pm Saturday 2:30 pm","Monday - Friday 5:30 pm","(626) 529-0327","34.1692851","-118.1208482","https://pasadena-ca-4359.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Los Angeles County","United States","US"
"3268","Ne Corner Of California Blvd, Next To Starbucks","556 S Fair Oaks Ave #101","Pasadena","CA","91105","(626) 564-0690","store3268@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(626) 564-0699","34.136318","-118.1501939","https://pasadena-ca-3268.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Los Angeles County","United States","US"
"6286","Vons Pasadena Plaza Corner Of Colorado Blvd & Sierra Madre","2335 E Colorado Blvd Ste 115","Pasadena","CA","91107","(626) 304-0383","store6286@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:50 pm Saturday 2:30 pm","Monday - Friday 6:30 pm","(626) 304-0352","34.146497","-118.102643","https://pasadena-ca-6286.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Los Angeles County","United States","US"
"1346","Next To Ralphs Supermarket At Foothill And Rosemead","3579 E Foothill Blvd","Pasadena","CA","91107","(626) 351-4721","store1346@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:15 pm Saturday 3:00 pm","Monday - Friday 5:15 pm","(626) 351-4725","34.1514117","-118.0757042","https://pasadena-ca-1346.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Los Angeles County","United States","US"
"1551","Albertson's Shopping Center Across The Street From Walmart","179 Niblick Rd","Paso Robles","CA","93446","(805) 237-8727","store1551@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 3:00 pm Saturday 10:00 am","Monday - Friday 5:00 pm","(805) 237-8721","35.6166195","-120.6827316","https://pasorobles-ca-1551.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","San Luis Obispo County","United States","US"
"6119","Lowe's Shopping Center ***Pack & Ship Promise Location***","2425 Golden Hill Rd Ste 106","Paso Robles","CA","93446","(805) 237-7302","store6119@theupsstore.com","Monday - Thursday: 8:00 am - 6:00 pm Friday: 8:00 am - 7:00 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 2:45 pm Saturday 9:30 am","Monday - Friday 5:15 pm","(805) 237-7313","35.6449366","-120.6596629","https://pasorobles-ca-6119.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Luis Obispo County","United States","US"
"995","Petaluma Gateway Shopping Center","911 Lakeville St","Petaluma","CA","94952","(707) 763-5005","store0995@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:00 pm Saturday 12:00 pm","Monday - Friday 4:00 pm","(707) 763-2710","38.2354436","-122.6246504","https://petaluma-ca-0995.theupsstorelocal.com/","STREET_ADDRESS: RANGE_INTERPOLATED","Sonoma County","United States","US"
"2795","Orchard Supply Hardware Shopping Center","1390 N Mcdowell Blvd Ste G","Petaluma","CA","94954","(707) 795-1328","store2795@theupsstore.com","Monday - Friday: 9:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:30 pm Saturday 3:00 pm","Monday - Friday 4:30 pm","(707) 795-6081","38.2753287","-122.6674028","https://petaluma-ca-2795.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Sonoma County","United States","US"
"5113","Sw Corner Of Phelan Rd And Sheep Creek","4037 Phelan Rd Ste A","Phelan","CA","92371","(760) 868-8920","store5113@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 2:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 5:00 pm","(760) 868-8921","34.4249606","-117.5739464","https://phelan-ca-5113.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"396","Pinole Vista Shopping Center - Between Lucky Store And Big 5","1564-A Fitzgerald Dr","Pinole","CA","94564","(510) 222-7780","store0396@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 5:45 pm","(510) 222-0158","37.9913097","-122.3013168","https://pinole-ca-0396.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Contra Costa County","United States","US"
"5984","Railroad Avenue By Highway 4","2120 Railroad Ave Ste 103","Pittsburg","CA","94565","(925) 318-4339","store5984@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Business Cards, Letterhead, Postcards, Posters","Monday - Friday 4:15 pm Saturday 12:00 pm","Monday - Friday 5:00 pm","(925) 318-4341","38.0154482","-121.8905252","https://pittsburg-ca-5984.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Contra Costa County","United States","US"
"1064","Safeway Shopping Center On Bailey Rd","640 Bailey Rd","Pittsburg","CA","94565","(925) 458-0919","store1064@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:15 pm Saturday 1:00 pm","Monday - Friday 6:30 pm","(925) 458-0915","38.0167671","-121.9434252","https://pittsburg-ca-1064.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Contra Costa County","United States","US"
"4382","Corner Of N Rose & Alta Vista/4 Doors From Ralph's","650 N Rose Dr","Placentia","CA","92870","(714) 572-0600","store4382@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Business Cards, Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 5:00 pm","(714) 572-0400","33.8769136","-117.841952","https://placentia-ca-4382.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Orange County","United States","US"
"1513","Broadway And Schnell School Road","1390 Broadway Ste B","Placerville","CA","95667","(530) 642-0601","store1513@theupsstore.com","Monday - Friday: 7:30 am - 6:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:30 pm Saturday 1:00 pm","Monday - Friday 4:30 pm","(530) 642-0107","38.7319506","-120.7793871","https://placerville-ca-1513.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","El Dorado County","United States","US"
"4924","Safeway Shopping Center, Between Star Nails & Fresh Cleaners","3987 Missouri Flat Rd Ste 340","Placerville","CA","95667","(530) 622-9426","store4924@theupsstore.com","Monday - Friday: 7:30 am - 6:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:50 pm Saturday 1:15 pm","Monday - Friday 4:50 pm","(530) 622-9469","38.7132003","-120.8398443","https://placerville-ca-4924.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","El Dorado County","United States","US"
"3769","Pleasant Hill Center - Crescent Plaza Crescent Dr And Contra Cos","25A Crescent Drive","Pleasant Hill","CA","94523","(925) 356-0405","store3769@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 4:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(925) 356-5674","37.946772","-122.061506","https://pleasanthill-ca-3769.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Contra Costa County","United States","US"
"6508","Across From Diablo Valley College Near Sun Valley Mall","52 Golf Club Rd","Pleasant Hill","CA","94523","(925) 349-6115","store6508@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 4:30 pm Saturday 1:30 pm","Monday - Friday 6:00 pm","(925) 349-6301","37.972053","-122.0656343","https://pleasanthill-ca-6508.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Contra Costa County","United States","US"
"345","Valley Plaza Center Next To Donut King","1807 Santa Rita Rd Ste D","Pleasanton","CA","94566","(925) 846-0276","store0345@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Newsletters, Business Cards, Letterhead, Posters","Monday - Friday 4:30 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(925) 846-0581","37.6779841","-121.8751209","https://pleasanton-ca-0345.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Alameda County","United States","US"
"6291","In New Safeway Shopping Center On Bernl Ave","6754 Bernal Ave Ste 740","Pleasanton","CA","94566","(925) 461-4877","store6291@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Business Cards, Letterhead, Posters","Monday - Friday 4:45 pm Saturday 3:00 pm","Monday - Friday 6:15 pm","(925) 461-4879","37.6567668","-121.8974315","https://pleasanton-ca-6291.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Alameda County","United States","US"
"3714","Trader Joe's Plaza At Corner Of Santa Rita Road And Pimlico Drive","4000 Pimlico Dr Ste 114","Pleasanton","CA","94588","(925) 467-1927","store3714@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(925) 467-1928","37.699894","-121.8695897","https://pleasanton-ca-3714.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Alameda County","United States","US"
"1561","Hopyard @ Stoneridge Next To Chili's Restaurant","4847 Hopyard Rd Ste 4","Pleasanton","CA","94588","(925) 416-1156","store1561@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(925) 416-1161","37.6926161","-121.9024252","https://pleasanton-ca-1561.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Alameda County","United States","US"
"5894","Mission Promenade, Corner Of Garey & Mission Blvd","101 W Mission Blvd Ste 110","Pomona","CA","91766","(909) 620-7131","store5894@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 1:00 pm","Monday - Friday 6:30 pm","(909) 620-7174","34.055562","-117.7505364","https://pomona-ca-5894.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Los Angeles County","United States","US"
"6673","","2063 Rancho Valley Dr Ste 320","Pomona","CA","91766","(909) 865-7100","store6673@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm","Monday - Friday 6:00 pm","(909) 865-7105","34.0333834","-117.7586978","https://pomona-ca-6673.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Los Angeles County","United States","US"
"5538","At Channel Island And Victoria Ave Intersection","567 West Channel Islands Blvd","Port Hueneme","CA","93041","(805) 382-2391","store5538@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 8:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(805) 382-2491","34.1770762","-119.2142531","https://porthueneme-ca-5538.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Ventura County","United States","US"
"2398","Whole Foods Shopping Center, Tampa And Rinaldi","19360 Rinaldi","Porter Ranch","CA","91326","(818) 360-0144","store2398@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 2:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 1:00 pm","Monday - Friday 5:00 pm","(818) 366-1463","34.2735849","-118.5549543","https://porterranch-ca-2398.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Los Angeles County","United States","US"
"1307","Target Shopping Center","1279 W Henderson Ave","Porterville","CA","93257","(559) 783-6363","store1307@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 3:00 pm Saturday 1:00 pm","Monday - Friday 5:30 pm","(559) 783-6365","36.0798701","-119.0457361","https://porterville-ca-1307.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Tulare County","United States","US"
"5639","Ladera Shopping Center Corner Of La Cuesta Dr & Alpine Rd","3130 Alpine Rd Ste 288","Portola Valley","CA","94028","(650) 529-1692","store5639@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 4:45 pm Saturday 3:30 pm","Monday - Friday 5:30 pm","(650) 529-1693","37.4016696","-122.1932578","https://portolavalley-ca-5639.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Mateo County","United States","US"
"2488","Stater Bros. Shopping Center","1672 Main St Ste E","Ramona","CA","92065","(760) 789-1141","store2488@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 4:00 pm Saturday 12:00 pm","Monday - Friday 5:00 pm","(760) 789-5517","33.0352496","-116.8786285","https://ramona-ca-2488.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Diego County","United States","US"
"4240","Corner Of Olson And Zinfindel (Next To Starbucks)","10824 Olson Dr Ste C","Rancho Cordova","CA","95670","(916) 851-9763","store4240@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 12:00 pm","Monday - Friday 5:00 pm","(916) 851-9764","38.5933204","-121.285609","https://ranchocordova-ca-4240.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Sacramento County","United States","US"
"4566","Corner Of Foothill Blvd & Vineyard In The Albertsons Center","8816 West Foothill Blvd #103","Rancho Cucamonga","CA","91730","(909) 989-3211","store4566@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(909) 989-2718","34.1076399","-117.6130214","https://ranchocucamonga-ca-4566.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"5052","Nw Corner Of 4Th & Milliken","9668 Milliken Ave Ste 104","Rancho Cucamonga","CA","91730","(909) 481-8180","store5052@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(909) 481-2782","34.077885","-117.5587343","https://ranchocucamonga-ca-5052.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"6476","Haven Ave & 210 Freeway","6371 Haven Ave Ste 3","Rancho Cucamonga","CA","91737","(909) 948-2008","store6476@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Business Cards, Letterhead, Postcards, Posters","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(909) 948-2009","34.1382906","-117.5741531","https://ranchocucamonga-ca-6476.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"4859","Day Creek Blvd And 210 Fwy","12223 Highland Ave Ste 106","Rancho Cucamonga","CA","91739","(909) 463-2817","store4859@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Business Cards, Letterhead, Online Printing, Mobile Printing, Full Service Digital Printing","Monday - Friday 5:30 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(909) 463-2818","34.1342001","-117.5384115","https://ranchocucamonga-ca-4859.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"1672","Antonio Plaza Center, Across From Starbucks","22431 Antonio Pkwy B160","Rancho Sta Marg","CA","92688","(949) 858-1234","store1672@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 1:30 pm","Monday - Friday 5:00 pm","(949) 589-1234","33.6377598","-117.5911714","https://ranchostamarg-ca-1672.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Orange County","United States","US"
"4305","Behind Kohl's Center And Trader Joe's ~ Look For The Bright Red Ups Store Signs","1095 Hilltop Dr","Redding","CA","96003","(530) 226-5192","store4305@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Business Cards, Postcards, Posters, Banners","Monday - Friday 4:00 pm Saturday 12:00 pm","Monday - Friday 5:20 pm","(530) 226-5194","40.5912755","-122.3579308","https://redding-ca-4305.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Shasta County","United States","US"
"449","Albertson's Shopping Center, East Of Redlands Senior High School","700 E Redlands Blvd Ste U","Redlands","CA","92373","(909) 793-2099","store0449@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 6:30 pm","(909) 798-5638","34.0483811","-117.1707721","https://redlands-ca-0449.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","San Bernardino County","United States","US"
"6883","","318 Ave I","Redondo Beach","CA","90277","(310) 375-6245","store6883@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Business Cards, Letterhead, Online Printing, Mobile Printing, Full Service Digital Printing, Binding","Monday - Friday 5:00 pm Saturday 1:00 pm","Monday - Friday 5:00 pm","(310) 375-7222","33.8184732","-118.3848435","https://redondobeach-ca-6883.theupsstorelocal.com/","PREMISE: ROOFTOP","Los Angeles County","United States","US"
"1419","Next To Whole Foods Market","409 N Pacific Coast Hwy","Redondo Beach","CA","90277","(310) 798-3013","store1419@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 3:00 pm","Monday - Friday 6:30 pm","(310) 798-3015","33.8479488","-118.3895225","https://redondobeach-ca-1419.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Los Angeles County","United States","US"
"3269","Next To Carl's Jr.","2110 Artesia Blvd","Redondo Beach","CA","90278","(310) 318-3000","store3269@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Newsletters, Business Cards, Postcards, Banners","Monday - Friday 5:30 pm Saturday 2:30 pm","Monday - Friday 5:30 pm","(310) 318-8883","33.872589","-118.3736966","https://redondobeach-ca-3269.theupsstorelocal.com/","PREMISE: ROOFTOP","Los Angeles County","United States","US"
"4133","Woodside Plaza At Massachusetts And Woodside Roads","50 Woodside Plaza","Redwood City","CA","94061","(650) 701-0593","store4133@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:00 pm Saturday 3:00 pm","Monday - Friday 5:30 pm","(650) 701-0713","37.476075","-122.222289","https://redwoodcity-ca-4133.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","San Mateo County","United States","US"
